LMED,FMR,IPOV,BEDRMS,BUILT,STATUS,TYPE,VALUE,VACANCY,TENURE,NUNITS,ROOMS,WEIGHT,PER,ZINC2,ZADEQ,ZSMHC,STRUCTURETYPE,OWNRENT,TOTSAL,ASSISTED,GLMED,GL30,GL50,GL80,APLMED,ABL30,ABL50,ABL80,ABLMED,BURDEN,INCRELAMIPCT,INCRELAMICAT,INCRELPOVPCT,INCRELPOVCAT,INCRELFMRPCT,INCRELFMRCAT,COSTMedRELAMIPCT,COSTMedRELAMICAT,COSTMedRELPOVPCT,COSTMedRELPOVCAT,COSTMedRELFMRPCT,COSTMedRELFMRCAT,FMTZADEQ,FMTMETRO3,FMTBUILT,FMTSTRUCTURETYPE,FMTBEDRMS,FMTOWNRENT,FMTCOSTMEDRELPOVCAT,FMTINCRELPOVCAT,FMTCOSTMEDRELFMRCAT,FMTINCRELFMRCAT,FMTCOSTMEDRELAMICAT,FMTINCRELAMICAT,FMTASSISTED,FMTBURDEN,FMTREGION,FMTSTATUS
63000,2124,29196,4,2009,'1',1,-6,-6,'2',3,6,1388.898898,5,92948,'1',1665,2,'2',93000,0,63000,27850,46400,74200,68040,29912.96296,49837.03704,79696.2963,73080,0.214958902,136.6078777,7,318.3586793,4,109.4020716,3,91.13300493,4,228.1134402,4,78.38983051,2,'1 Adequate','Central City','2000-2009','2 2-4 units','4 4BR+','2 Renter','4 200%+ Poverty','4 200%+ Poverty','2 50.1 - 100% FMR','3 GT FMR','4 60 - 80% AMI','7 120% AMI +','0 Not Assisted','1 Less than 30%','-5','-5'
61228,1105,15492,3,2007,'1',1,330000,-6,'1',1,8,1120.660898,2,154974,'1',2601,1,'1',155000,-9,61228,14738,24566,39293,48982.4,19159.4,31935.8,51080.9,63677.12,0.201401525,316.3871105,7,1000.348567,4,350.6199095,3,140.114505,7,575.915837,4,201.8571979,3,'1 Adequate','-5','2000-2009','1 Single Family','3 3BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','7 120% AMI +','7 120% AMI +','.','1 Less than 30%','-5','-5'
52006,878,23428,3,1990,'1',1,220000,-6,'1',1,7,3666.771041,4,57974,'1',1888,1,'1',58000,-9,52006,16237,27059,43297,52006,16886.48,28141.36,45028.88,54086.24,0.390795874,111.475599,6,247.4560355,4,165.0740319,3,113.9774982,6,263.1301998,4,175.5300205,3,'1 Adequate','-5','1990-1999','1 Single Family','3 3BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','6 100 - 120% AMI','6 100 - 120% AMI','.','2 30% to 50%','-5','-5'
67900,782,27654,2,1980,'1',1,-6,-6,'2',1,6,5382.702613,5,74489,'1',1063,1,'2',74515,0,67900,22000,36700,58650,73332,18333.33333,30583.33333,48875,61110,0.171246761,101.577756,6,269.3606712,4,238.1361893,3,69.5794469,4,153.7571418,3,135.9335038,3,'1 Adequate','Central City','1980-1989','1 Single Family','2 2BR','2 Renter','3 150-200% Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','4 60 - 80% AMI','6 100 - 120% AMI','0 Not Assisted','1 Less than 30%','-5','-5'
67900,601,12005,1,2006,'1',1,-6,-6,'2',8,3,2182.65086,1,47008,'1',944,3,'2',47000,0,67900,14250,23800,38050,47530,15267.85714,25500,40767.85714,50925,0.240980259,98.90174627,5,391.5701791,4,195.5407654,3,74.14825724,4,314.5356102,4,157.0715474,3,'1 Adequate','Central City','2000-2009','3 5-19 units','1 1BR','2 Renter','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','4 60 - 80% AMI','5 80 - 100% AMI','0 Not Assisted','1 Less than 30%','-5','-5'
67900,782,18070,2,1980,'1',1,130000,-6,'1',8,5,2366.256246,3,47974,'1',1148,3,'1',11000,-9,67900,18350,30600,48900,61110,18350,30600,48900,61110,0.287155543,78.50433644,4,265.489762,4,153.3695652,3,75.57334724,4,255.577601,4,147.6434543,3,'1 Adequate','Central City','1980-1989','3 5-19 units','2 2BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','4 60 - 80% AMI','4 60 - 80% AMI','.','1 Less than 30%','-5','-5'
70724,1806,18622,3,1990,'1',1,700000,-6,'1',1,5,3257.965593,3,167974,'1',2382,1,'1',168000,-9,70724,21223,35343,55811,63651.6,24524.35556,40840.8,64492.71111,73552.96,0.170169193,263.8959586,7,902.0191172,4,232.5221484,3,234.2321751,7,925.1675334,4,238.4893384,3,'1 Adequate','-5','1990-1999','1 Single Family','3 3BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','7 120% AMI +','7 120% AMI +','.','1 Less than 30%','West','-5'
70200,964,15517,2,2007,'1',9,350000,-6,'1',177,5,3709.732165,2,108974,'1',1947,5,'1',109000,-9,70200,16850,28100,44950,56160,18956.25,31612.5,50568.75,63180,0.214399765,194.0420228,7,702.2878134,4,282.6089212,3,145.9729066,7,594.3525319,4,239.1744875,3,'1 Adequate','Central City','2000-2009','5 50+ units','2 2BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','7 120% AMI +','7 120% AMI +','.','1 Less than 30%','West','-5'
70310,1185,14007,3,1985,'1',1,570000,-6,'1',1,8,3047.382516,2,28000,'1',1288,1,'1',0,-9,70310,17001,28333,44244,56248,22101.3,36832.9,57517.2,73122.4,0.552,49.77954772,2,199.90005,3,59.07172996,2,206.6012953,7,1078.545196,4,318.7169316,3,'1 Adequate','-5','1980-1989','1 Single Family','3 3BR','1 Owner','4 200%+ Poverty','3 150-200% Poverty','3 GT FMR','2 50.1 - 100% FMR','7 120% AMI +','2 30 - 50% AMI','.','3 50% or More','-5','-5'
62258,1082,28302,4,2003,'1',1,40000,-6,'1',1,7,1265.142927,5,11361,'1',441,1,'1',0,-9,62258,20362,33940,54270,67238.64,21870.2963,36454.07407,58290,72219.28,0.465804067,16.89653449,1,40.14203943,1,26.25,1,24.76199587,1,63.18611804,1,41.31916619,1,'1 Adequate','-5','2000-2009','1 Single Family','4 4BR+','1 Owner','1 LTE Poverty','1 LTE Poverty','1 LTE 50% FMR','1 LTE 50% FMR','1 LTE 30% AMI','1 LTE 30% AMI','.','2 30% to 50%','-5','-5'
65100,1020,-6,3,2004,'3',1,120000,5,'-6',1,8,3181.88881,-6,-6,'-6',-6,1,'1',-9,-9,65100,13700,22800,36500,-9,20354.28571,33874.28571,54228.57143,67704,-9,-9,-9,-9,-9,-9,-9,50.0543622,3,-9,-9,83.06079751,2,'-5','Central City','2000-2009','1 Single Family','3 3BR','1 Owner','.','.','2 50.1 - 100% FMR','.','3 50 - 60% AMI','.','.','.','-5','-5'
61292,1073,23401,4,2006,'1',1,190000,-6,'1',1,10,2169.338711,4,110287,'1',1440,1,'1',110000,-9,61292,18506,30839,49328,61292,21466.96,35773.24,57220.48,71098.72,0.156682111,179.9370228,7,471.2918251,4,256.9594595,3,86.64095293,5,263.2392142,4,143.524251,3,'1 Adequate','-5','2000-2009','1 Single Family','4 4BR+','1 Owner','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','5 80 - 100% AMI','7 120% AMI +','.','1 Less than 30%','-5','-5'
62258,973,15492,3,2006,'1',1,130000,-6,'1',1,6,2110.355618,2,139987,'1',1104,1,'1',125000,-9,62258,15086,25142,40197,49806.4,19611.8,32684.6,52256.1,64748.32,0.094637359,281.0622731,7,903.608314,4,359.6788284,3,65.8285381,4,275.1282759,4,109.5140609,3,'1 Adequate','-5','2000-2009','1 Single Family','3 3BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','4 60 - 80% AMI','7 120% AMI +','.','1 Less than 30%','-5','-5'
65100,1020,15452,3,2008,'1',1,150000,-6,'1',1,7,2673.991148,2,74974,'1',917,1,'1',75000,-9,65100,15650,26050,41700,52080,20345,33865,54210,67704,0.146770881,143.9592934,7,485.2057986,4,183.7598039,3,79.65212306,4,349.0012516,4,132.1756701,3,'1 Adequate','Central City','2000-2009','1 Single Family','3 3BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','4 60 - 80% AMI','7 120% AMI +','.','1 Less than 30%','-5','-5'
71599,1398,18050,4,1985,'1',1,250000,-6,'1',1,6,3147.499286,3,93961,'1',1512,1,'1',94000,-9,71599,19736,32881,51829,64439.1,25437.51111,42379.95556,66801.82222,83054.84,0.193101393,145.8136442,7,520.5595568,4,168.0275393,3,83.96260979,5,386.3435525,4,124.7049557,3,'1 Adequate','Central City','1980-1989','1 Single Family','4 4BR+','1 Owner','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','5 80 - 100% AMI','7 120% AMI +','.','1 Less than 30%','-5','-5'
77954,1573,15452,4,2003,'1',1,390000,-6,'1',1,9,2881.131379,2,249974,'1',1831,1,'1',250000,-9,77954,18787,31288,46138,62363.2,27241.15,45367.6,66900.1,90426.64,0.087897141,400.8357493,7,1617.745276,4,397.2886205,3,115.628113,6,676.6672114,4,166.177078,3,'1 Adequate','-5','2000-2009','1 Single Family','4 4BR+','1 Owner','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','6 100 - 120% AMI','7 120% AMI +','.','1 Less than 30%','-5','-5'
77954,1343,13984,3,2004,'1',1,250000,-6,'1',12,6,2397.515699,2,65775,'1',627,3,'1',0,-9,77954,18787,31288,46138,62363.2,24423.1,40674.4,59979.4,81072.16,0.114389966,105.4708546,6,470.3589817,4,122.4404319,3,93.14542898,5,540.0100917,4,140.5715026,3,'1 Adequate','-5','2000-2009','3 5-19 units','3 3BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','5 80 - 100% AMI','6 100 - 120% AMI','.','1 Less than 30%','-5','-5'
77954,1573,23428,4,2007,'1',1,400000,-6,'1',1,9,3135.726805,4,120974,'1',2797,1,'1',121000,-9,77954,23447,39080,57652,77954,27198.52,45332.8,66876.32,90426.64,0.277448047,155.186392,7,516.3650333,4,192.26637,3,115.942254,6,447.5101785,4,166.6285515,3,'1 Adequate','-5','2000-2009','1 Single Family','4 4BR+','1 Owner','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','6 100 - 120% AMI','7 120% AMI +','.','1 Less than 30%','-5','-5'
62258,973,11080,3,1980,'1',1,210000,-6,'1',1,8,2463.237647,1,50810,'1',1748,1,'1',1800,-9,62258,13206,22001,35178,43580.6,19620.34286,32687.2,52264.45714,64748.32,0.41283212,116.5885738,6,458.5740072,4,130.5498458,3,101.0199844,6,590.3316133,4,168.0594624,3,'1 Adequate','-5','1980-1989','1 Single Family','3 3BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','6 100 - 120% AMI','6 100 - 120% AMI','.','2 30% to 50%','-5','-5'
66500,669,12019,2,1980,'1',1,-6,-6,'2',8,4,1840.524636,1,5987,'1',661,3,'2',6000,0,66500,14080,23425,37462,46550,18102.85714,30117.85714,48165.42857,59850,1.324870553,12.86143931,1,49.81279641,1,22.37294469,1,44.17710944,2,219.9850237,4,98.80418535,2,'1 Adequate','Central City','1980-1989','3 5-19 units','2 2BR','2 Renter','4 200%+ Poverty','1 LTE Poverty','2 50.1 - 100% FMR','1 LTE 50% FMR','2 30 - 50% AMI','1 LTE 30% AMI','0 Not Assisted','3 50% or More','-5','-5'
71022,796,18574,2,1990,'1',1,-6,-6,'2',2,4,3152.000477,3,71974,'1',749,2,'2',72000,0,71022,19334,32207,51076,63919.8,19334,32207,51076,63919.8,0.124878428,112.6004775,6,387.498654,4,226.048995,3,46.87123552,2,161.300743,3,94.09547739,2,'1 Adequate','-5','1990-1999','2 2-4 units','2 2BR','2 Renter','3 150-200% Poverty','4 200%+ Poverty','2 50.1 - 100% FMR','3 GT FMR','2 30 - 50% AMI','6 100 - 120% AMI','0 Not Assisted','1 Less than 30%','-5','-5'
79200,1394,12055,3,2000,'1',2,40000,-6,'1',1,5,687.6660524,1,22000,'1',1031,6,'1',0,-9,79200,16650,27750,44350,55440,24737.14286,41228.57143,65891.42857,82368,0.562363636,39.68253968,2,182.4968893,3,39.45480631,1,40.2214474,2,274.8204214,4,59.41463737,2,'1 Adequate','-5','2000-2009','6 Mobile Home','3 3BR','1 Owner','4 200%+ Poverty','3 150-200% Poverty','2 50.1 - 100% FMR','1 LTE 50% FMR','2 30 - 50% AMI','2 30 - 50% AMI','.','3 50% or More','-5','-5'
79200,1119,11114,2,2001,'1',1,180000,-6,'1',1,6,778.4216657,1,48200,'1',771,1,'1',30000,-9,79200,16650,27750,44350,55440,21407.14286,35678.57143,57021.42857,71280,0.191950208,86.94083694,5,433.6872413,4,107.6854334,3,76.25309775,4,489.0517192,4,121.4325471,3,'1 Adequate','-5','2000-2009','1 Single Family','2 2BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','4 60 - 80% AMI','5 80 - 100% AMI','.','1 Less than 30%','-5','-5'
79200,1119,15537,2,2005,'1',1,160000,-6,'1',1,5,439.4873431,2,68905,'1',1490,1,'1',51918,-9,79200,19000,31700,50700,63360,21375,35662.5,57037.5,71280,0.259487701,108.7515783,6,443.4897342,4,153.9432529,3,75.19417393,4,344.9726922,4,119.746218,3,'1 Adequate','-5','2000-2009','1 Single Family','2 2BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','4 60 - 80% AMI','6 100 - 120% AMI','.','1 Less than 30%','-5','-5'
60700,741,27654,2,1980,'1',1,-6,-6,'3',24,4,3263.291819,5,20174,'2',103,4,'2',20200,1,60700,19700,32800,52450,65556,16416.66667,27333.33333,43708.33333,54630,0.061266977,30.77368967,2,72.95147176,1,68.0634278,2,7.541643786,1,14.89838721,1,13.90013495,1,'2 Moderately Inadequ','Central City','1980-1989','4 20-49 units','2 2BR','2 Renter','1 LTE Poverty','1 LTE Poverty','1 LTE 50% FMR','2 50.1 - 100% FMR','1 LTE 30% AMI','2 30 - 50% AMI','1 Assisted','1 Less than 30%','-5','-5'
60700,741,18693,2,1980,'1',1,-6,-6,'2',4,5,2885.722167,3,-13,'3',748,2,'2',0,0,60700,16400,27350,43700,54630,16400,27350,43700,54630,-1,-0.023796449,1,-0.069544749,1,-0.043859649,1,54.76844225,3,160.0599155,3,100.9446694,3,'3 Severely Indadequa','-5','1980-1989','2 2-4 units','2 2BR','2 Renter','3 150-200% Poverty','1 LTE Poverty','3 GT FMR','1 LTE 50% FMR','3 50 - 60% AMI','1 LTE 30% AMI','0 Not Assisted','4 No Income','-5','-5'
84100,1621,12055,2,1990,'1',1,-6,-6,'2',1,4,4153.678643,1,9000,'1',1068,1,'2',6000,0,84100,19250,32050,51250,58870,24750,41207.14286,65892.85714,75690,1.424,15.28792254,1,74.65781833,1,13.88032079,1,56.44074515,3,354.3757777,4,65.88525602,2,'1 Adequate','Central City','1990-1999','1 Single Family','2 2BR','2 Renter','4 200%+ Poverty','1 LTE Poverty','2 50.1 - 100% FMR','1 LTE 50% FMR','3 50 - 60% AMI','1 LTE 30% AMI','0 Not Assisted','3 50% or More','West','-5'
61228,1105,15946,3,2004,'1',1,120000,-6,'1',1,5,1826.372155,2,57987,'1',1082,1,'1',58000,-9,61228,14738,24566,39293,48982.4,19159.4,31935.8,51080.9,63677.12,0.223912256,118.3833377,6,363.6460554,4,131.1923077,3,58.85756985,3,235.0357794,4,84.79367734,2,'1 Adequate','-5','2000-2009','1 Single Family','3 3BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','2 50.1 - 100% FMR','3 GT FMR','3 50 - 60% AMI','6 100 - 120% AMI','.','1 Less than 30%','-5','-5'
65600,1239,15972,3,2004,'1',1,120000,-6,'1',1,6,2160.924648,2,62000,'1',1226,1,'1',53000,-9,65600,15800,26350,42150,52480,20540,34255,54795,68224,0.237290323,118.1402439,6,388.1793138,4,125.1008878,3,60.0113431,3,256.3369567,4,82.61125649,2,'1 Adequate','Central City','2000-2009','1 Single Family','3 3BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','2 50.1 - 100% FMR','3 GT FMR','3 50 - 60% AMI','6 100 - 120% AMI','.','1 Less than 30%','-5','-5'
65600,1425,23828,5,2005,'1',1,200000,-6,'1',1,11,2320.504398,4,104948,'1',1015,1,'1',105000,-9,65600,19750,32900,52650,65600,25280,42112,67392,83968,0.116057476,159.9817073,7,440.4398187,4,184.1192983,3,65.58213721,4,231.1062992,4,96.61054206,2,'1 Adequate','Central City','2000-2009','1 Single Family','4 4BR+','1 Owner','4 200%+ Poverty','4 200%+ Poverty','2 50.1 - 100% FMR','3 GT FMR','4 60 - 80% AMI','7 120% AMI +','.','1 Less than 30%','-5','-5'
65600,1475,23801,4,2005,'1',1,290000,-6,'1',1,11,1793.945223,4,91974,'1',2145,1,'1',71200,-9,65600,19750,32900,52650,65600,22910,38164,61074,76096,0.2798617,140.2042683,7,386.4291416,4,155.8881356,3,112.3816578,6,359.3040055,4,144.9456718,3,'1 Adequate','Central City','2000-2009','1 Single Family','4 4BR+','1 Owner','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','6 100 - 120% AMI','7 120% AMI +','.','1 Less than 30%','-5','-5'
65600,924,-6,2,2007,'3',1,-6,1,'-6',24,5,1454.693138,-6,-6,'-6',-6,4,'2',-9,-9,65600,13850,23050,36900,-9,17807.14286,29635.71429,47442.85714,59040,-9,-9,-9,-9,-9,-9,-9,84.21973803,5,-9,-9,134.5328283,3,'-5','Central City','2000-2009','4 20-49 units','2 2BR','2 Renter','.','.','3 GT FMR','.','5 80 - 100% AMI','.','.','.','-5','-5'
65600,1239,15517,3,2006,'1',1,150000,-6,'1',1,6,2345.072339,2,79974,'1',1505,1,'1',80000,-9,65600,15800,26350,42150,52480,20540,34255,54795,68224,0.225823393,152.3894817,7,515.3960173,4,161.3680387,3,68.99967763,4,303.3726884,4,94.98454412,2,'1 Adequate','Central City','2000-2009','1 Single Family','3 3BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','2 50.1 - 100% FMR','3 GT FMR','4 60 - 80% AMI','7 120% AMI +','.','1 Less than 30%','-5','-5'
65600,1475,30868,4,2008,'1',1,120000,-6,'1',1,6,2394.203333,6,53287,'1',1358,1,'1',48500,-9,65600,22950,38200,61100,76096,22950,38200,61100,76096,0.305815677,70.02601977,4,172.6286122,3,90.31694915,2,53.9784904,3,133.0681355,2,69.61944415,2,'1 Adequate','Central City','2000-2009','1 Single Family','4 4BR+','1 Owner','2 100-150% Poverty','3 150-200% Poverty','2 50.1 - 100% FMR','2 50.1 - 100% FMR','3 50 - 60% AMI','4 60 - 80% AMI','.','2 30% to 50%','-5','-5'
64810,1201,27570,4,1980,'1',1,320000,-6,'1',1,9,619.2733902,5,140987,'1',2263,1,'1',127000,-9,64810,20990,35031,56019,69994.8,22544.81482,37625.88889,60168.55556,75179.6,0.192613503,201.424963,7,511.3783098,4,293.4783514,3,133.3120701,7,363.5236889,4,208.6250646,3,'1 Adequate','-5','1980-1989','1 Single Family','4 4BR+','1 Owner','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','7 120% AMI +','7 120% AMI +','.','1 Less than 30%','-5','-5'
63221,987,27654,3,2007,'1',1,-6,-6,'2',2,7,1415.381367,5,365222,'1',1820,2,'2',51000,0,63221,20558,34236,54769,68278.68,19796.59259,32968,52740.51852,65749.84,0.059799245,534.8990344,7,1320.684169,4,925.0810537,3,110.7227029,6,263.2530556,4,184.3971631,3,'1 Adequate','-5','2000-2009','2 2-4 units','3 3BR','2 Renter','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','6 100 - 120% AMI','7 120% AMI +','0 Not Assisted','1 Less than 30%','-5','-5'
62600,1116,23401,2,1985,'1',1,-6,-6,'2',16,5,2822.175251,4,25287,'1',834,3,'2',19300,0,62600,19100,31850,50950,62600,17190,28665,45855,56340,0.395776486,40.39456869,2,108.0594846,2,56.64650538,2,59.21192758,3,142.5580103,2,74.7311828,2,'1 Adequate','Central City','1980-1989','3 5-19 units','2 2BR','2 Renter','2 100-150% Poverty','2 100-150% Poverty','2 50.1 - 100% FMR','2 50.1 - 100% FMR','3 50 - 60% AMI','2 30 - 50% AMI','0 Not Assisted','2 30% to 50%','West','-5'
73559,1467,23901,4,1985,'1',1,800000,-6,'1',1,8,2255.611435,4,199987,'1',1446,1,'1',150000,-9,73559,22162,36930,54352,73559,25707.92,42838.8,63048.32,85328.44,0.08676564,271.8729183,7,836.7306807,4,340.8094751,3,232.8594889,7,831.326594,4,338.608332,3,'1 Adequate','-5','1980-1989','1 Single Family','4 4BR+','1 Owner','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','7 120% AMI +','7 120% AMI +','.','1 Less than 30%','-5','-5'
63000,1895,23428,3,1980,'1',1,300000,-6,'1',3,6,1143.526582,4,99974,'1',3291,2,'1',100000,-9,63000,25750,42950,68700,63000,26780,44668,71448,65520,0.395022706,158.6888889,7,426.7287007,4,131.8918206,3,123.1817462,7,344.4966712,4,106.4758313,3,'1 Adequate','Central City','1980-1989','2 2-4 units','3 3BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','7 120% AMI +','7 120% AMI +','.','2 30% to 50%','-5','-5'
69500,1430,13948,3,1985,'1',1,350000,-6,'1',1,7,2622.972234,2,31703,'1',953,1,'1',0,-9,69500,16967,28277,44745,55600,22057.1,36760.1,58168.5,72280,0.36072296,57.01978417,3,227.2942357,4,55.42482518,2,133.4380405,7,691.4899319,4,168.6171603,3,'1 Adequate','-5','1980-1989','1 Single Family','3 3BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','2 50.1 - 100% FMR','7 120% AMI +','3 50 - 60% AMI','.','2 30% to 50%','West','-5'
77954,1544,13948,5,2003,'1',1,300000,-6,'1',1,9,2746.002104,2,95001,'1',620,1,'1',14978,-9,77954,18787,31288,46138,62363.2,30059.2,50060.8,73820.8,99781.12,0.078314965,152.3350309,7,681.1084026,4,153.8228627,3,86.44789729,5,618.4304569,4,139.667552,3,'1 Adequate','-5','2000-2009','1 Single Family','4 4BR+','1 Owner','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','5 80 - 100% AMI','7 120% AMI +','.','1 Less than 30%','-5','-5'
77954,1014,12055,2,2006,'1',1,250000,-6,'1',4,5,2108.079914,1,100000,'1',1468,2,'1',85000,-9,77954,16434,27384,40379,54567.8,21129.42857,35208,51915.85714,70158.6,0.17616,183.2582585,7,829.5313148,4,246.5483235,3,91.14826201,5,530.4715434,4,157.6635714,3,'1 Adequate','-5','2000-2009','2 2-4 units','2 2BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','5 80 - 100% AMI','7 120% AMI +','.','1 Less than 30%','-5','-5'
77954,1573,12005,4,2008,'1',1,180000,-6,'1',1,9,2832.828362,1,94987,'1',1607,1,'1',95000,-9,77954,16434,27384,40379,54567.8,27233.48571,45379.2,66913.77143,90426.64,0.203017255,174.071522,7,791.2286547,4,150.9647171,3,59.82736364,3,450.644521,4,85.98200055,2,'1 Adequate','-5','2000-2009','1 Single Family','4 4BR+','1 Owner','4 200%+ Poverty','4 200%+ Poverty','2 50.1 - 100% FMR','3 GT FMR','3 50 - 60% AMI','7 120% AMI +','.','1 Less than 30%','-5','-5'
77954,1573,15517,4,1980,'1',1,190000,-6,'1',1,8,2292.781114,2,206450,'1',1733,1,'1',158000,-9,77954,18787,31288,46138,62363.2,27241.15,45367.6,66900.1,90426.64,0.100731412,331.0445904,7,1330.476252,4,328.1150668,3,64.59446965,4,376.4297772,4,92.83313497,2,'1 Adequate','-5','1980-1989','1 Single Family','4 4BR+','1 Owner','4 200%+ Poverty','4 200%+ Poverty','2 50.1 - 100% FMR','3 GT FMR','4 60 - 80% AMI','7 120% AMI +','.','1 Less than 30%','-5','-5'
63429,566,11114,1,1985,'1',1,-6,-6,'2',9,3,2592.900752,1,38900,'1',1040,3,'2',0,0,63429,13400,22332,35706,44400.3,14357.14286,23927.14286,38256.42857,47571.75,0.320822622,87.61202064,5,350.0089977,4,171.819788,3,87.44685659,5,374.3026813,4,183.745583,3,'1 Adequate','Central City','1980-1989','3 5-19 units','1 1BR','2 Renter','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','5 80 - 100% AMI','5 80 - 100% AMI','0 Not Assisted','2 30% to 50%','-5','-5'
60060,1282,18574,3,2006,'1',1,110000,-6,'1',1,6,2518.684313,3,91200,'1',681,1,'1',70000,-9,60060,16745,27889,44618,54054,19349.77778,32227.28889,51558.57778,62462.4,0.089605263,168.7201687,7,491.0089372,4,177.8471139,3,48.77292302,2,164.0181882,3,59.40861597,2,'1 Adequate','-5','2000-2009','1 Single Family','3 3BR','1 Owner','3 150-200% Poverty','4 200%+ Poverty','2 50.1 - 100% FMR','3 GT FMR','2 30 - 50% AMI','7 120% AMI +','.','1 Less than 30%','-5','-5'
61292,951,13948,3,1980,'1',1,100000,-6,'1',1,6,2572.19162,2,38000,'1',552,1,'1',0,-9,61292,14823,24692,39484,49033.6,19269.9,32099.6,51329.2,63743.68,0.17431579,77.49787901,4,272.4404933,4,99.89484753,2,55.37909194,3,253.0876911,4,92.79882007,2,'1 Adequate','-5','1980-1989','1 Single Family','3 3BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','2 50.1 - 100% FMR','2 50.1 - 100% FMR','3 50 - 60% AMI','4 60 - 80% AMI','.','1 Less than 30%','-5','-5'
73738,1336,11994,4,2004,'1',1,650000,-6,'1',1,11,1363.993738,1,138550,'1',2821,1,'1',138500,-9,73738,15738,26213,40322,51616.6,26080.11429,43438.68571,66819.31429,85536.08,0.244330567,268.4213993,7,1155.160914,4,259.2627246,3,192.7814506,7,1374.834883,4,308.5660476,3,'1 Adequate','-5','2000-2009','1 Single Family','4 4BR+','1 Owner','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','7 120% AMI +','7 120% AMI +','.','1 Less than 30%','-5','-5'
59547,1181,28229,4,1990,'1',1,330000,-6,'1',1,9,3866.998919,5,26361,'1',1786,1,'1',0,-9,59547,19801,32983,52451,64310.76,21267.74074,35426.18519,56336.25926,69074.52,0.813019233,40.99003028,2,93.38269156,1,55.8022862,2,132.317312,7,323.7718238,4,193.4749114,3,'1 Adequate','-5','1990-1999','1 Single Family','4 4BR+','1 Owner','4 200%+ Poverty','1 LTE Poverty','3 GT FMR','2 50.1 - 100% FMR','7 120% AMI +','2 30 - 50% AMI','.','3 50% or More','-5','-5'
60060,1667,24253,6,2003,'1',1,1000000,-6,'1',1,11,2024.753171,4,84974,'1',6267,1,'1',80000,-9,60060,18575,30963,49543,60060,26005,43348.2,69360.2,84084,0.885023654,141.4818515,7,350.3649033,4,127.4355129,3,345.3927559,7,1197.460293,4,435.5429587,3,'1 Adequate','-5','2000-2009','1 Single Family','4 4BR+','1 Owner','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','7 120% AMI +','7 120% AMI +','.','3 50% or More','-5','-5'
60060,1474,18595,5,2005,'1',1,900000,-6,'1',1,8,1054.033483,3,99974,'1',6253,1,'1',100000,-9,60060,16745,27889,44618,54054,23815.11111,39664.35556,63456.71111,76876.8,0.750555144,184.952085,7,537.6391503,4,169.5624152,3,343.982459,7,1422.117274,4,448.512054,3,'1 Adequate','-5','2000-2009','1 Single Family','4 4BR+','1 Owner','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','7 120% AMI +','7 120% AMI +','.','3 50% or More','-5','-5'
